id,book_id,books_count,authors,original_title,title,language_code,original_publication_year
5938,20697471,12,Jim Gaffigan,Food: A Love Story,Food: A Love Story,eng,2014
5939,18079527,30,Laurie Halse Anderson,The Impossible Knife of Memory,The Impossible Knife of Memory,eng,2014
5940,19164,385,"Dante Alighieri, Robert M. Durling",Purgatorio,"Purgatorio (The Divine Comedy, #2)",ita,1320
5941,7277715,46,David Baldacci,Deliver Us From Evil,"Deliver Us from Evil (A. Shaw, #2)",en-US,2010
5944,15801668,16,Denise Kiernan,,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,eng,2013
5946,215540,28,D.J. MacHale,The Quillan Games,"The Quillan Games (Pendragon, #7)",eng,2005
5948,3384,33,Douglas Coupland,Girlfriend in a Coma,Girlfriend in a Coma,eng,1998
5949,92227,26,Stephen King,"The Green Mile, Part 1: The Two Dead Girls","The Green Mile, Part 1: The Two Dead Girls",eng,1996
5950,16200,21,Mark Dunn,Ella Minnow Pea: A Novel in Letters,Ella Minnow Pea: A Novel in Letters,eng,2001
5951,938544,27,Steven Erikson,Toll the Hounds,"Toll the Hounds (The Malazan Book of the Fallen, #8)",en-US,2008
5952,1430213,61,Tess Gerritsen,The Bone Garden,The Bone Garden,eng,2007
5953,994156,11,Dee Lestari,"Supernova: Ksatria, Puteri, dan Bintang Jatuh","Supernova: Ksatria, Puteri, dan Bintang Jatuh",ind,2001
5954,23019294,23,Paul Tremblay,A Head Full of Ghosts,A Head Full of Ghosts,eng,2015
5955,22889767,37,Gretchen Rubin,Better Than Before: Mastering the Habits of Our Everyday Lives,Better Than Before: Mastering the Habits of Our Everyday Lives,en-GB,2015
5956,18210706,21,Ben Aaronovitch,Broken Homes,"Broken Homes (Peter Grant, #4)",eng,2013
5957,169959,34,Raymond E. Feist,The King's Buccaneer,"The King's Buccaneer (Krondor's Sons, #2)",en-US,1992
5958,16248114,75,"Isabel Allende, Anne McLean",El cuaderno de Maya,Maya's Notebook,eng,2011
5959,6609764,17,Rita Williams-Garcia,One Crazy Summer,"One Crazy Summer (Gaither Sisters, #1)",eng,2010
5960,7011403,26,Robin Hobb,Dragon Haven,"Dragon Haven (Rain Wild Chronicles, #2)",en-US,2010
5961,18035,207,P.G. Wodehouse,"Right Ho, Jeeves","Right Ho, Jeeves (Jeeves, #6)",eng,1934
5962,3359940,34,"Pseudonymous Bosch, Gilbert Ford","If You're Reading This, It's Too Late","If You're Reading This, It's Too Late (Secret, #2)",en-US,2008
5963,296942,35,Erin Hunter,Moonrise,"Moonrise (Warriors: The New Prophecy, #2)",en-US,2005
5964,1316382,17,Jason F. Wright,The Wednesday Letters,The Wednesday Letters,en-US,2007
5965,6371117,28,"Lili St. Crow, Lilith Saintcrow",Betrayals,"Betrayals (Strange Angels, #2)",en-US,2009
5966,13134,1,"James Patterson, Howard Roughan",You've Been Warned,You've Been Warned,eng,2007
5967,444347,49,"Blue Balliett, Brett Helquist",Chasing Vermeer,"Chasing Vermeer (Chasing Vermeer, #1)",en-US,2004
5968,53834,39,Philip Yancey,The Jesus I Never Knew,The Jesus I Never Knew,en-US,1995
5969,80630,56,Greg Iles,Turning Angel,Turning Angel,eng,2005
5970,7743783,19,Alice Clayton,The Unidentified Redhead,"The Unidentified Redhead (Redhead, #1)",eng,2010
5971,7905977,15,"Dav Pilkey, George Beard, Harold Hutchins",,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",en-US,2010
5972,20413,424,"Robert Louis Stevenson, Tasha Tudor",A Child's Garden of Verses,A Child's Garden of Verses,eng,1885
5973,9914,21,Bret Easton Ellis,The Informers,The Informers,en-GB,1994
5974,22054340,10,Kiera Cass,The Queen,"The Queen (The Selection, #0.4)",eng,2014
5975,7202829,40,James Rollins,The Devil Colony,"The Devil Colony (Sigma Force, #7)",eng,2010
5976,7469664,24,"Robert Kirkman, Charlie Adlard",The Walking Dead Volume 12,"The Walking Dead, Vol. 12: Life Among Them",eng,2010
5977,20587777,20,Jane Smiley,Some Luck,"Some Luck (Last Hundred Years: A Family Saga, #1)",eng,2014
5978,72657,59,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",Pedagogia do Oprimido,Pedagogy of the Oppressed,eng,1968
5979,17262540,7,Ian Doescher,"William Shakespeare's Star Wars: Verily, a New Hope","William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",eng,2013
5980,26085,19,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",Identity Crisis,Identity Crisis,eng,2004
5981,10866624,18,Sarah Rees Brennan,Unspoken,"Unspoken (The Lynburn Legacy, #1)",eng,2012
5982,112520,56,"Arthur C. Clarke, Gentry Lee",Rama II,"Rama II (Rama, #2)",fre,1989
5983,28859,119,José Saramago,O Evangelho segundo Jesus Cristo,The Gospel According to Jesus Christ,eng,1991
5984,13477819,44,"Lemony Snicket, Seth","\"\"\"Who Could That Be at This Hour?\"\"\"","Who Could That Be at This Hour? (All the Wrong Questions, #1)",en-US,2012
5985,11765920,19,Kelley Armstrong,The Calling,"The Calling (Darkness Rising, #2)",eng,2012
5986,10450750,5,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",Avatar The Last Airbender: The Lost Adventures,Avatar: The Last Airbender: The Lost Adventures,en-US,2011
5987,18819296,15,Catherine McKenzie,Hidden,Hidden,eng,2013
5988,7911,175,Margaret Sidney,Five Little Peppers and How They Grew,Five Little Peppers and How They Grew,eng,1881
5989,3697927,10,Jessica Day George,Princess of the Midnight Ball,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",eng,2009
5990,8239301,11,"Radwa Ashour, رضوى عاشور",الطنطورية,الطنطورية,ara,2010
5991,334818,31,Barbara Cooney,Miss Rumphius,Miss Rumphius,eng,1981
5992,762563,30,Jim Bouton,Ball Four,Ball Four,eng,1970
5993,21329,17,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","Fables, Volume 3: Storybook Love","Fables, Vol. 3: Storybook Love",eng,2004
5994,56899,51,Carlos Fuentes,Aura,Aura,eng,1962
5995,31312,41,Harriet Lerner,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,en-US,1985
5996,900892,49,Burton G. Malkiel,,A Random Walk Down Wall Street,eng,1973
5997,7129588,14,Jennifer Echols,Forget You,Forget You,eng,2010
5998,16152943,10,Kelly Elliott,,"Wanted (Wanted, #1)",en-US,2012
5999,21796,28,William Goldman,Marathon Man,Marathon Man,eng,1974
6000,3870943,16,Julie Klassen,The Apothecary's Daughter,The Apothecary's Daughter,eng,2008
6001,16047244,10,Michelle A. Valentine,Rock the Heart,"Rock the Heart (Black Falcon, #1)",eng,2012
6002,76659,19,Piers Anthony,Bearing an Hourglass,"Bearing an Hourglass (Incarnations of Immortality, #2)",en-US,1984
6003,65217,15,"Claire Huchet Bishop, Kurt Wiese",The Five Chinese Brothers,The Five Chinese Brothers,eng,1938
6004,9712492,18,Jamie McGuire,Providence,"Providence (Providence, #1)",eng,2010
6006,94804,37,Arnold Lobel,Days with Frog and Toad,"Days with Frog and Toad (Frog and Toad, #4)",eng,1979
6008,9305362,29,C.S. Pacat,Captive Prince,"Captive Prince (Captive Prince, #1)",eng,2015
6009,40159,23,Megan Whalen Turner,The King of Attolia,"The King of Attolia (The Queen's Thief, #3)",eng,2006
6011,5548,53,Richard Feynman,What Do You Care What Other People Think? Further Adventures of a Curious Character,What Do You Care What Other People Think?,eng,1988
6012,7146335,34,Paul Murray,Skippy Dies,Skippy Dies,eng,2010
6015,22027459,25,A.G. Riddle,The Atlantis World,"The Atlantis World (The Origin Mystery, #3)",eng,2014
6016,8635145,30,Jessica Shirvington,Embrace,"Embrace (The Violet Eden Chapters, #1)",eng,2010
6017,192892,61,Dorothy L. Sayers,Unnatural Death,"Unnatural Death (Lord Peter Wimsey, #3)",eng,1927
6018,92250,8,Tony Kushner,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),"Angels in America, Part One: Millennium Approaches",en-US,1992
6020,330721,40,Lisa Kleypas,Dreaming of You,"Dreaming of You (The Gamblers, #2)",en-US,1994
6021,8725,24,Ruth Reichl,Comfort Me with Apples: More Adventures at the Table,Comfort Me with Apples: More Adventures at the Table,eng,2001
6022,138134,40,John Keats,John Keats : The Complete Poems,The Complete Poems,eng,1820
6023,129621,42,Judith McNaught,Almost Heaven,"Almost Heaven (Sequels, #3)",eng,1989
6024,823411,30,Joseph Boyden,Three Day Road,Three Day Road,eng,2005
6025,30005,85,Dashiell Hammett,Red Harvest,Red Harvest,eng,1929
6026,17860217,15,"J. Lynn, Jennifer L. Armentrout",Trust in Me,"Trust in Me (Wait for You, #1.5)",eng,2013
6027,204041,26,"Masashi Kishimoto, Frances Wall",NARUTO -ナルト- 巻ノ十一,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",eng,2002
6028,9509289,39,David Baldacci,One Summer,One Summer,en-US,2011
6029,350684,57,Judith McNaught,"Whitney, My Love","Whitney, My Love (Westmoreland, #2)",eng,1985
6030,785454,31,Khushwant Singh,Train to Pakistan,Train to Pakistan,en-US,1956
6031,8407173,44,Craig Silvey,Jasper Jones,Jasper Jones,eng,2009
6033,20893314,45,Marlon James,A Brief History of Seven Killings,A Brief History of Seven Killings,eng,2014
6034,6373717,16,Nina LaCour,Hold Still,Hold Still,en-US,2009
6035,107772,40,Julie Garwood,The Prize,The Prize,eng,1991
6036,13525938,31,Jami Attenberg,The Middlesteins,The Middlesteins,eng,2012
6037,18736925,68,"Thomas Piketty, Arthur Goldhammer",Le capital au XXIe siècle,Capital in the Twenty-First Century,eng,2013
6039,782854,29,"Kay Thompson, Hilary Knight",Eloise,Eloise,eng,1955
6040,13555073,55,Jonathan Stroud,The Screaming Staircase,"The Screaming Staircase (Lockwood & Co., #1)",eng,2013
6041,18594633,71,Herman Koch,Zomerhuis met zwembad,Summer House with Swimming Pool,eng,2011
6042,110090,65,Peter Carey,True History of the Kelly Gang,True History of the Kelly Gang,en-US,2000
6043,702539,53,Elmore Leonard,Get Shorty,"Get Shorty (Chili Palmer, #1)",eng,1990
6044,17302495,23,K.A. Tucker,One Tiny Lie,"One Tiny Lie (Ten Tiny Breaths, #2)",eng,2013
6045,113441,77,"Nathanael West, Alfred Kazin",The Day of the Locust,The Day of the Locust,eng,1939
6046,98685,21,James Gleick,Genius: The Life and Science of Richard Feynman,Genius: The Life and Science of Richard Feynman,eng,1992
6048,172764,33,Keri Arthur,Full Moon Rising,Full Moon Rising (Riley Jenson Guardian #1),eng,2006
6050,116054,53,Rosamunde Pilcher,Winter Solstice,Winter Solstice,eng,2000
6051,13580951,27,Ally Carter,United We Spy,"United We Spy (Gallagher Girls, #6)",eng,2013
6052,6571723,4,Rachel Caine,"The Morganville Vampires, Volume 1","The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",eng,2009
6054,20575425,30,John Darnielle,Wolf in White Van,Wolf in White Van,eng,2014
6055,91203,102,Erich Maria Remarque,Drei Kameraden,Three Comrades,eng,1936
6056,7817785,21,Melissa de la Cruz,Bloody Valentine,"Bloody Valentine (Blue Bloods, #5.5)",en-US,2010
6057,5160,33,Maya Angelou,The Heart of a Woman,The Heart of a Woman,eng,1981
6058,1876770,69,Andrzej Sapkowski,Chrzest ognia,"Chrzest ognia (Saga o Wiedźminie, #5)",pol,1996
6059,6266907,30,"James Patterson, Richard DiLallo",Alex Cross's Trial,"Alex Cross's Trial (Alex Cross, #15)",eng,2009
6060,2118114,26,"Ori Brafman, Rom Brafman",Sway: The Irresistible Pull of Irrational Behavior,Sway: The Irresistible Pull of Irrational Behavior,en-US,2008
6061,423156,62,"Marguerite Henry, Wesley Dennis",King of the Wind: The Story of the Godolphin Arabian,King of the Wind: The Story of the Godolphin Arabian,eng,1948
6062,18774981,30,Sam Harris,Waking Up: A Guide to Spirituality Without Religion,Waking Up: A Guide to Spirituality Without Religion,eng,2014
6063,43037,21,Jack London,"The Call of the Wild, White Fang and Other Stories","The Call of the Wild, White Fang and Other Stories",eng,1906
6064,95784,44,Iris Chang,The Rape of Nanking: The Forgotten Holocaust of World War II,The Rape of Nanking,eng,1997
6066,1627,19,Annie Proulx,Brokeback Mountain,Brokeback Mountain,en-US,1997
6067,73080,55,Susan Elizabeth Phillips,Nobody's Baby But Mine,"Nobody's Baby But Mine (Chicago Stars, #3)",eng,1997
6068,17934416,22,Lisa Scottoline,Keep Quiet,Keep Quiet,eng,2014
6069,78985,46,Jeffrey Archer,Sons of Fortune,Sons of Fortune,eng,2002
6070,48318,100,"Jostein Gaarder, Sarah Jane Hails",Kabalmysteriet,The Solitaire Mystery: A Novel About Family and Destiny,eng,1990
6072,6104943,29,Jill Mansell,Rumor Has it,Rumour Has It,eng,2009
6074,7937744,21,Iain M. Banks,Surface Detail,Surface Detail (Culture #9),eng,2010
6075,7785207,8,Nicky Charles,The Mating,"The Mating  (Law of the Lycans, #2)",eng,2010
6076,330947,71,Conn Iggulden,The Gates of Rome,"The Gates of Rome (Emperor, #1)",eng,2002
6077,20299683,9,"Kurtis J. Wiebe, Roc Upchurch",,"Rat Queens, Vol. 1: Sass & Sorcery",eng,2014
6078,81903,178,Agatha Christie,Curtain: Poirot’s Last Case,"Curtain (Hercule Poirot, #39)",eng,1975
6080,2798094,25,Laurell K. Hamilton,Swallowing Darkness,"Swallowing Darkness (Merry Gentry, #7)",en-US,2008
6081,21420473,5,Laurelin Paige,,"The Fixed Trilogy (Fixed, #1-3)",eng,2014
6082,18774020,18,Edan Lepucki,California,California,eng,2014
6083,116295,5,"Stephen Briggs, Terry Pratchett",,Guards! Guards!: The Play,en-GB,1992
6084,197512,16,Mo Willems,The Pigeon Finds a Hot Dog!,The Pigeon Finds a Hot Dog!,en-US,2004
6085,25131600,30,Chuck Wendig,Aftermath,"Aftermath (Star Wars: Aftermath, #1)",eng,2015
6086,263148,28,Ellen Schreiber,"Vampireville (Vampire Kisses, #3)","Vampireville (Vampire Kisses, #3)",en-GB,2006
6087,16349,188,Agatha Christie,Hercule Poirot's Christmas,"Hercule Poirot's Christmas (Hercule Poirot, #20)",eng,1938
6088,15808287,13,Jennifer Chiaverini,Mrs. Lincoln's Dressmaker,Mrs. Lincoln's Dressmaker,eng,2013
6089,545425,88,Safiy al-Rahman al-Mubarakfuri,الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام,الرحيق المختوم,ara,1979
6090,12547098,31,Sarah McCoy,The Baker's Daughter,The Baker's Daughter,eng,2012
6091,21849362,30,J.R. Ward,The Shadows,"The Shadows (Black Dagger Brotherhood, #13)",en-US,2015
6092,920143,8,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",Rotkäppchen,Little Red Riding Hood,eng,1983
6093,153865,47,Dav Pilkey,Captain Underpants and the Attack of the Talking Toilets,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",en-GB,1999
6094,12204857,47,"Martin Pistorius, Megan Lloyd Davies",Ghost Boy,Ghost Boy,eng,2011
6095,18077875,29,Greg McKeown,Essentialism: The Disciplined Pursuit of Less,Essentialism: The Disciplined Pursuit of Less,eng,2014
6096,16188,37,Philippa Gregory,Wideacre,"Wideacre  (The Wideacre Trilogy, #1)",eng,1987
6097,6670,89,"Roald Dahl, Quentin Blake",,The Magic Finger (Young Puffin Developing Reader),eng,1966
6098,15717721,32,Lisa Renee Jones,If I were you,"If I Were You (Inside Out, #1)",eng,2012
6099,16079228,11,L.A. Fiore,Beautifully Damaged,"Beautifully Damaged (Beautifully Damaged, #1)",eng,2012
6100,16053316,17,Samantha Towle,Wethering the Storm,"Wethering the Storm (The Storm, #2)",eng,2013
6101,30658,234,"René Descartes, Donald A. Cress",Meditationes de prima philosophia,Meditations on First Philosophy,eng,1641
6102,17491,38,Enid Blyton,The Enchanted Wood,"The Enchanted Wood (The Faraway Tree, #1)",eng,1939
6103,17286162,13,Sandi Lynn,Forever Black,"Forever Black (Forever, #1)",eng,2013
6105,11866694,23,Lauren Groff,Arcadia,Arcadia,eng,2012
6107,25279165,18,Melanie Benjamin,The Swans of Fifth Avenue,The Swans of Fifth Avenue,eng,2016
6108,229145,18,"CLAMP, Maria Simpson",カードキャプターさくら,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",eng,1996
6109,23217,34,Meg Cabot,Size 14 Is Not Fat Either,"Size 14 Is Not Fat Either (Heather Wells, #2)",eng,2006
6110,12072362,4,Ree Drummond,,The Pioneer Woman Cooks: Food from My Frontier,eng,2011
6111,12706435,10,Shelly Crane,Defiance,"Defiance (Significance, #3)",eng,2011
6112,232577,25,Dian Fossey,Gorillas in the Mist,Gorillas in the Mist,en-US,1983
6113,7663,57,"Jeffery Hudson, Michael Crichton",A Case of Need,A Case of Need,en-US,1968
6114,16045140,34,Adelle Waldman,The Love Affairs of Nathaniel P.,The Love Affairs of Nathaniel P.,en-CA,2013
6115,16096873,39,"P.C. Cast, Kristin Cast",Revealed,"Revealed (House of Night, #11)",eng,2013
6116,28959148,10,Matthew Norman,,We're All Damaged,eng,2016
6117,6115138,42,Linda Castillo,Sworn to Silence,"Sworn to Silence (Kate Burkholder, #1)",eng,2009
6118,12119529,12,Ilona Andrews,Magic Breaks,"Magic Breaks (Kate Daniels, #7)",eng,2014
6119,79649,281,"Anton Chekhov, Michael Frayn",Чайка,The Seagull,eng,1895
6120,7717482,112,"Haruki Murakami, 村上 春樹",1Q84 Book 3 [Ichi-kyū-hachi-yon],"1Q84 BOOK 3 (1Q84, #3)",jpn,2010
6121,93723,32,Meg Cabot,Boy Meets Girl,"Boy Meets Girl (Boy, #2)",eng,2004
6122,402015,47,Louise Rennison,Dancing in my nuddy-pants!,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",eng,2002
6123,348,75,Robert A. Heinlein,The Door into Summer,The Door Into Summer,eng,1957
6124,316445,19,Julie Anne Peters,Luna,Luna,en-US,2004
6125,14280,82,Alice Munro,Runaway,Runaway,eng,2004
6126,886066,29,Iain M. Banks,Matter,"Matter (Culture, #8)",eng,2008
6127,17825503,17,Mia Sheridan,Leo,Leo,eng,2013
6128,3103,75,E.M. Forster,Maurice,Maurice,eng,1971
6129,10402992,37,"J.D. Robb, Susan Ericksen",New York to Dallas,"New York to Dallas (In Death, #33)",eng,2011
6130,52350,61,Ira Levin,The Stepford Wives,The Stepford Wives,eng,1972
6131,161156,73,Cornelius Ryan,The Longest Day,The Longest Day,eng,1959
6132,6426,37,Janet Evanovich,Motor Mouth,Motor Mouth (Alex Barnaby #2),en-US,2006
6133,215541,36,D.J. MacHale,The Reality Bug,"The Reality Bug (Pendragon, #4)",eng,2003
6134,6528034,47,David Baldacci,True Blue,True Blue,eng,2009
6135,317504,31,"Raymond E. Feist, Janny Wurts","Mistress of the Empire (The Empire Trilogy, #3)","Mistress of the Empire (The Empire Trilogy, #3)",en-US,1992
6136,11410430,12,C.J. Redwine,Defiance,Defiance (Defiance #1),eng,2012
6137,20706316,23,Elin Hilderbrand,Winter Street,"Winter Street (Winter, #1)",eng,2014
6138,233637,47,"Carolyn Keene, Mildred Benson","The Hidden Staircase (Nancy Drew Mystery Stories, #2)",The Hidden Staircase (Nancy Drew #2),en-US,1930
6139,369110,26,Taylor Caldwell,Captains and the Kings,Captains and the Kings,eng,1972
6140,13390528,48,Daniel Silva,The Fallen Angel,"The Fallen Angel (Gabriel Allon, #12)",eng,2012
6142,97862,12,Karen Kingsbury,One Tuesday Morning,"One Tuesday Morning (9/11, #1)",eng,2003
6143,8935153,23,Laurell K. Hamilton,Hit List,"Hit List (Anita Blake, Vampire Hunter #20)",eng,2011
6144,34508,4,"Stephen Briggs, Terry Pratchett",Interesting Times,Interesting Times: The Play,eng,1995
6145,29367958,6,Mariana Zapata,The Wall of Winnipeg and Me,The Wall of Winnipeg and Me,eng,2016
6146,170632,72,Mary Higgins Clark,Let Me Call You Sweetheart,Let Me Call You Sweetheart,eng,1995
6148,106128,72,Kathy Reichs,Break No Bones,"Break No Bones (Temperance Brennan, #9)",en-US,2006
6149,10865206,38,Kelly McGonigal,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It","The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",eng,2011
6150,279561,35,Richard K. Morgan,Broken Angels,"Broken Angels (Takeshi Kovacs, #2)",eng,2003
